timestamp,status,confidence,typing_speed,avg_hold_time,avg_flight_time,mouse_speed,total_clicks,alert
2026-07-26 23:37:35,Authenticated ✓,0.8983,0.0,0.0,0.0,1441.0985,3,False
2026-07-26 23:37:45,Authenticated ✓,0.91,2.5574,120.3913688659668,317.08575430370513,0.0,3,False
2026-07-27 20:44:45,Authenticated ✓,0.9,0.7959,228.5369634628296,1482.7527205149333,0.0,0,False
2026-07-27 20:44:55,Authenticated ✓,0.78,0.0,0.0,0.0,817.4096,0,False
2026-07-27 20:45:05,Authenticated ✓,0.81,0.0,0.0,0.0,167.3693,0,False
2026-07-27 20:45:15,Authenticated ✓,0.81,0.0,0.0,0.0,354.5736,0,False
2026-07-27 20:45:25,Authenticated ✓,0.92,16.1758,244.6960381099156,0.0,1003.9388,4,False
2026-07-27 20:45:45,Authenticated ✓,0.8433,0.0,0.0,0.0,0.0528,2,False
2026-07-27 20:45:55,Authenticated ✓,0.81,0.0,0.0,0.0,724.256,0,False
2026-07-27 20:46:06,Authenticated ✓,0.9033,0.0,0.0,0.0,537.9855,1,False
2026-07-27 20:46:16,Authenticated ✓,0.9033,0.0,0.0,0.0,614.5981,3,False
2026-07-27 20:46:26,Authenticated ✓,0.91,6.766,256.90468988920514,1556.0685396194458,509.6699,2,False
2026-07-27 20:46:36,Authenticated ✓,0.85,1.1329,323.80978266398114,2119.009494781494,0.0,0,False
2026-07-27 20:46:46,Authenticated ✓,0.82,2.2508,244.09401416778564,1641.106128692627,0.0,0,False
2026-07-27 20:46:56,Authenticated ✓,0.87,1.5568,347.5995714014227,1936.693012714386,0.0,0,False
2026-07-27 20:47:06,Authenticated ✓,0.75,2.3056,214.36218420664468,1592.7882194519043,598.3693,0,False
2026-07-27 20:47:16,Authenticated ✓,0.88,3.976,262.8147602081299,0.0,619.8976,2,False
2026-07-27 20:47:26,Authenticated ✓,0.81,0.0,0.0,0.0,1339.2225,0,False
2026-07-27 20:47:37,Authenticated ✓,0.79,5.3764,492.0119047164917,0.0,0.0,0,False
2026-07-27 20:47:47,Authenticated ✓,0.8233,0.669,373.41833114624023,2735.138416290283,272.096,2,False
2026-07-27 20:47:57,Authenticated ✓,0.9033,0.0,0.0,0.0,186.4663,2,False
2026-07-27 20:48:07,Authenticated ✓,0.86,0.4162,288.5524431864421,3374.985933303833,0.0,0,False
2026-07-27 20:48:17,Authenticated ✓,0.85,0.764,285.6099605560303,3386.798620223999,0.0,0,False
2026-07-27 20:48:27,Authenticated ✓,0.82,3.5559,371.9879657991471,1032.2455167770386,0.0,0,False
2026-07-27 20:48:37,Authenticated ✓,0.77,11.0824,546.1216313498361,0.0,1244.1466,0,False
2026-07-27 20:49:25,Low Confidence - Monitoring,0.81,0.0,0.0,0.0,536.1306,0,False
2026-07-27 20:49:35,Low Confidence - Monitoring,0.81,0.0,0.0,0.0,474.0855,0,True
2026-07-27 20:49:45,Authenticated ✓,0.9033,0.0,0.0,0.0,759.9925,2,False
2026-07-27 20:49:55,Authenticated ✓,0.92,1.1042,279.1997492313385,1105.303684870402,4431.4247,0,False
2026-07-27 20:50:05,Low Confidence - Monitoring,0.8933,0.0,0.0,0.0,1698.1434,4,False
2026-07-27 20:50:15,Authenticated ✓,0.9033,0.0,0.0,0.0,372.0453,2,False
2026-07-27 20:50:26,Low Confidence - Monitoring,0.87,1.9254,111.62801086902618,440.5844847361247,0.0,0,False
2026-07-27 20:50:36,Low Confidence - Monitoring,0.83,2.8404,113.15029462178548,262.08271299089705,0.0,0,True
2026-07-27 20:50:46,Low Confidence - Monitoring,0.88,1.3537,107.87013173103333,733.5583823067801,0.0,0,True
2026-07-27 20:50:56,Low Confidence - Monitoring,0.89,1.7554,117.46801435947418,492.33072598775226,0.0,0,True
2026-07-27 20:51:06,Low Confidence - Monitoring,0.83,2.6444,106.38605117797852,286.90454483032227,0.0,0,True
2026-07-27 20:51:16,Low Confidence - Monitoring,0.83,2.6528,111.12142692912708,326.6672362451968,0.0,0,True
2026-07-27 20:51:27,Low Confidence - Monitoring,0.83,3.1341,107.4535692891767,215.95404225011026,0.0,0,True
2026-07-27 20:51:37,Low Confidence - Monitoring,0.84,2.3356,132.636478969029,317.3136830329895,0.0,0,True
2026-07-27 20:51:57,Low Confidence - Monitoring,0.84,3.0359,132.13215933905707,319.3432331085205,0.0,0,True
2026-07-27 20:52:07,Low Confidence - Monitoring,0.83,2.4865,111.6650402545929,302.63808369636536,0.0,0,True
2026-07-27 20:52:17,Low Confidence - Monitoring,0.84,3.3422,115.37319216234931,194.14438872501768,0.0,0,True
2026-07-27 20:52:27,Low Confidence - Monitoring,0.84,2.0379,116.49316235592491,388.72101432398745,0.0,0,True
2026-07-27 20:53:47,Low Confidence - Monitoring,0.75,0.0,0.0,0.0,865.469,0,True
2026-07-27 20:53:57,Authenticated ✓,0.9,3.0029,103.17002296447754,243.15970420837402,505.3607,2,False
2026-07-27 20:54:07,Low Confidence - Monitoring,0.84,3.1465,115.74642998831612,273.01154817853654,0.0,0,False
2026-07-27 20:54:28,Low Confidence - Monitoring,0.79,1.4076,346.3769555091858,2088.569402694702,933.0948,0,True
2026-07-27 20:54:38,Authenticated ✓,0.9033,0.0,0.0,0.0,374.4643,8,False
2026-07-27 20:54:48,Authenticated ✓,0.9033,0.0,0.0,0.0,563.3705,6,False
2026-07-27 20:54:58,Authenticated ✓,0.93,4.9127,512.8802580711169,2011.9215488433838,1111.1963,2,False
2026-07-27 20:55:08,Authenticated ✓,0.96,1.3735,411.346435546875,2075.4504203796387,817.7935,6,False
2026-07-27 20:55:38,Low Confidence - Monitoring,0.8,1.5065,374.4184374809265,1855.3500175476074,651.2786,0,False
2026-07-28 15:11:28,Authenticated ✓,0.9033,0.0,0.0,0.0,656.9956,8,False
2026-07-28 15:11:58,Authenticated ✓,0.8333,0.0,0.0,0.0,996.1599,8,False
2026-07-28 15:12:08,Authenticated ✓,0.9,12.5711,0.0,0.0,298.8775,1,False
2026-07-28 18:41:30,Authenticated ✓,0.92,17.471,339.9791717529297,0.0,1223.8373,2,False
2026-07-28 18:41:41,Authenticated ✓,0.81,0.0,0.0,0.0,684.6594,0,False
2026-07-28 18:41:51,Authenticated ✓,0.81,0.0,0.0,0.0,920.9733,0,False
2026-07-28 18:42:01,Authenticated ✓,0.81,0.0,0.0,0.0,503.3692,0,False
2026-07-28 18:42:11,Authenticated ✓,0.8933,0.0,0.0,0.0,847.2444,4,False
2026-07-28 18:42:21,Low Confidence - Monitoring,0.78,0.0,0.0,0.0,1022.8627,0,False
2026-07-28 19:14:46,Authenticated ✓,0.9033,0.0,0.0,0.0,766.7553,2,False
2026-07-28 19:14:56,Authenticated ✓,0.89,8.5138,996.1761156717936,2953.7073373794556,260.8438,2,False
2026-07-28 19:15:06,Authenticated ✓,0.93,2.1054,423.3351945877075,1065.48011302948,1039.4292,2,False
2026-07-28 19:15:16,Authenticated ✓,0.9633,0.7072,264.01034990946454,2061.242699623108,532.4933,2,False
2026-07-28 19:15:27,Authenticated ✓,0.84,2.0601,295.7779884338379,3188.3352398872375,875.5052,0,False
2026-07-28 19:15:37,Authenticated ✓,0.9633,0.9012,406.86219930648804,2178.0410408973694,878.7681,4,False
2026-08-03 16:51:35,Authenticated ✓,0.8933,0.0,0.0,0.0,1428.4725,4,False
2026-08-03 16:51:45,Authenticated ✓,0.9033,0.0,0.0,0.0,548.7723,2,False
2026-08-03 16:54:11,Authenticated ✓,0.82,0.0,0.0,0.0,832.106,0,False
2026-08-03 16:54:36,Authenticated ✓,0.92,24.0485,610.5577395512507,0.0,871.2073,2,False
2026-08-03 16:54:46,Authenticated ✓,0.93,14.5527,460.32768090566,298.39611053466797,906.9859,4,False
2026-08-03 16:54:56,Authenticated ✓,0.95,1.9911,265.50906896591187,676.367998123169,1309.0582,6,False
2026-08-03 16:55:06,Low Confidence - Monitoring,0.78,0.0,0.0,0.0,2559.387,0,False
2026-08-03 16:55:16,Authenticated ✓,0.9033,0.0,0.0,0.0,1624.5828,4,False
2026-08-03 16:55:26,Authenticated ✓,0.94,2.4316,84.56532160441081,413.01612854003906,815.4492,2,False
2026-08-03 16:55:37,Authenticated ✓,0.9033,0.0,0.0,0.0,586.8965,2,False
2026-08-03 16:56:27,Low Confidence - Monitoring,0.75,0.0,0.0,0.0,2325.7023,0,False
2026-08-03 16:56:37,Authenticated ✓,0.9033,0.0,0.0,0.0,614.9553,4,False
2026-08-03 16:56:57,Authenticated ✓,0.8933,0.0,0.0,0.0,1349.0161,4,False
2026-08-03 16:57:07,Authenticated ✓,0.87,0.0,0.0,0.0,1543.3251,0,False
2026-08-03 16:57:17,Authenticated ✓,0.9033,0.0,0.0,0.0,1149.8642,2,False
2026-08-03 16:57:27,Authenticated ✓,0.81,0.0,0.0,0.0,717.4712,0,False
2026-08-03 16:57:37,Authenticated ✓,0.92,4.7111,104.93737459182739,175.95418294270834,892.5163,2,False
2026-08-03 16:57:47,Authenticated ✓,0.85,2.8479,102.70794955166903,265.32644317263646,0.0,0,False
2026-08-03 16:57:57,Authenticated ✓,0.86,2.9287,109.79132652282715,254.70226151602608,0.0,0,False
2026-08-03 16:58:07,Authenticated ✓,0.84,2.6925,120.79364061355591,360.72270075480145,0.0,0,False
2026-08-03 16:59:17,Low Confidence - Monitoring,0.75,0.0,0.0,0.0,852.9342,0,False
2026-08-03 16:59:27,Authenticated ✓,0.81,0.0,0.0,0.0,685.0371,0,False
2026-08-03 16:59:37,Authenticated ✓,0.81,0.0,0.0,0.0,773.7454,0,False
2026-08-03 16:59:47,Authenticated ✓,0.81,0.0,0.0,0.0,1359.6632,0,False
2026-08-03 17:00:07,Low Confidence - Monitoring,0.73,0.0,0.0,0.0,1290.1072,0,False
2026-08-03 17:08:47,Authenticated ✓,0.8333,0.5814,78.43148708343506,3353.8730144500732,1742.9404,2,False
2026-08-03 17:08:57,Authenticated ✓,0.8933,0.0,0.0,0.0,1195.0701,2,False
2026-08-03 17:09:08,Authenticated ✓,0.9033,0.0,0.0,0.0,385.3362,2,False
2026-08-03 17:09:18,Authenticated ✓,0.9033,0.0,0.0,0.0,430.9706,4,False
2026-08-03 17:09:28,Authenticated ✓,0.9033,0.0,0.0,0.0,1036.5332,2,False
2026-08-03 17:10:08,Low Confidence - Monitoring,0.75,0.0,0.0,0.0,906.4419,0,False
2026-08-03 17:11:58,Authenticated ✓,0.8333,0.0,0.0,0.0,1110.2104,2,False
2026-08-03 17:12:08,Low Confidence - Monitoring,0.78,0.0,0.0,0.0,1470.7847,0,False
2026-08-03 17:12:18,Authenticated ✓,0.9033,0.0,0.0,0.0,690.2116,2,False
2026-08-03 17:12:28,Authenticated ✓,0.8933,0.0,0.0,0.0,1161.7438,4,False
2026-08-03 17:12:38,Authenticated ✓,0.81,0.0,0.0,0.0,939.5023,0,False
2026-08-03 17:12:48,Authenticated ✓,0.93,3.6697,106.8907082080841,201.99217115129744,1469.2684,4,False
2026-08-03 17:12:58,Authenticated ✓,0.83,2.5526,112.31822059268043,296.9184160232544,0.0,0,False
2026-08-03 17:13:18,Low Confidence - Monitoring,0.76,0.0,0.0,0.0,742.4032,0,False
2026-08-03 17:13:28,Authenticated ✓,0.81,0.0,0.0,0.0,680.7569,0,False
2026-08-03 17:13:38,Authenticated ✓,0.9,3.6124,147.95418219132856,269.9720100923018,44.7425,2,False
2026-08-03 17:13:48,Authenticated ✓,0.85,3.3234,117.08659331003825,196.04557136009478,0.0,0,False
2026-08-03 17:13:58,Authenticated ✓,0.84,3.4143,114.42819663456508,204.9579178845441,0.0,0,False
2026-08-03 17:14:08,Authenticated ✓,0.89,1.6907,129.04831568400064,501.86166763305664,0.0,0,False
2026-08-03 17:14:18,Low Confidence - Monitoring,0.79,2.869,108.6055040359497,297.8793978691101,1020.8792,0,False
